recall_hidden_at_q,udzial_ukrytych_w_top,lift_at_q,recall_known,pacjentow_w_puli_u,ukrytych_w_puli_u,pacjentow_skierowanych,odsetek_skierowanych,roc_auc_p_vs_u,pr_auc_p_vs_u,roc_auc_kontrolowana,pr_auc_kontrolowana,fold
0.0,0.0,0.0,0.0625,584,10,30,0.05,0.5206549657534247,0.09097123282123044,0.5905923344947736,0.026884566268261426,0
0.25,0.06666666666666667,4.841666666666667,0.05263157894736842,581,8,30,0.05,0.576501494700607,0.043311232096320706,0.5870418848167539,0.03319690802067032,1
0.0,0.0,0.0,0.0,584,11,30,0.05,0.3949058219178082,0.021982012226359655,0.40774234491511985,0.01638684879458483,2
0.14285714285714285,0.06666666666666667,2.795238095238095,0.0,587,14,30,0.05,0.4110863582754554,0.019988678851436674,0.5174520069808028,0.035826571586831474,3
0.0,0.0,0.0,0.0625,584,11,30,0.05,0.4300085616438356,0.02488098242685239,0.46152625733777564,0.019754675305534472,4
